"Timestamp","Temperature_Celsius(°C)","Relative_Humidity(%)","Absolute_Humidity(g/m³)","DPT_Celsius(°C)","VPD(kPa)"
"Apr 13, 2024 23:45:49","5.7","89","6.3","4.0","0.10"
"Apr 13, 2024 23:46:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:47:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:48:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:49:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:50:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:51:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:52:49","5.6","89","6.3","3.9","0.10"
"Apr 13, 2024 23:53:49","5.5","89","6.2","3.8","0.10"
"Apr 13, 2024 23:54:49","5.5","89","6.2","3.8","0.10"
"Apr 13, 2024 23:55:49","5.4","89","6.2","3.7","0.10"
"Apr 13, 2024 23:56:49","5.3","90","6.2","3.8","0.09"
"Apr 13, 2024 23:57:49","5.3","90","6.2","3.8","0.09"
"Apr 13, 2024 23:58:49","5.2","90","6.2","3.7","0.09"
"Apr 13, 2024 23:59:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:00:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:01:49","5.2","91","6.3","3.8","0.08"
"Apr 14, 2024 00:02:49","5.3","91","6.3","3.9","0.08"
"Apr 14, 2024 00:03:49","5.3","91","6.3","3.9","0.08"
"Apr 14, 2024 00:04:49","5.3","91","6.3","3.9","0.08"
"Apr 14, 2024 00:05:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:06:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:07:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:08:49","5.2","90","6.2","3.7","0.09"
"Apr 14, 2024 00:09:49","5.4","90","6.3","3.9","0.09"
"Apr 14, 2024 00:10:49","5.4","90","6.3","3.9","0.09"
"Apr 14, 2024 00:11:49","5.4","90","6.3","3.9","0.09"
"Apr 14, 2024 00:12:49","5.4","90","6.3","3.9","0.09"
"Apr 14, 2024 00:13:49","5.4","90","6.3","3.9","0.09"
"Apr 14, 2024 00:14:49","5.4","89","6.2","3.7","0.10"
"Apr 14, 2024 00:15:49","5.4","89","6.2","3.7","0.10"
"Apr 14, 2024 00:16:49","5.4","89","6.2","3.7","0.10"
"Apr 14, 2024 00:17:49","5.4","89","6.2","3.7","0.10"
"Apr 14, 2024 00:18:49","5.4","89","6.2","3.7","0.10"
"Apr 14, 2024 00:19:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:20:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:21:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:22:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:23:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:24:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:25:49","5.5","89","6.2","3.8","0.10"
"Apr 14, 2024 00:26:49","5.6","89","6.3","3.9","0.10"
"Apr 14, 2024 00:27:49","5.6","88","6.2","3.8","0.11"
"Apr 14, 2024 00:28:49","5.6","88","6.2","3.8","0.11"
"Apr 14, 2024 00:29:49","5.7","88","6.3","3.9","0.11"
"Apr 14, 2024 00:30:49","5.7","88","6.3","3.9","0.11"
"Apr 14, 2024 00:31:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:32:49","5.6","87","6.2","3.6","0.12"
"Apr 14, 2024 00:33:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:34:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:35:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:36:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:37:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:38:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:39:49","5.7","87","6.2","3.7","0.12"
"Apr 14, 2024 00:40:49","5.8","86","6.2","3.6","0.13"
"Apr 14, 2024 00:41:49","5.9","86","6.2","3.7","0.13"
"Apr 14, 2024 00:42:49","5.9","86","6.2","3.7","0.13"
"Apr 14, 2024 00:43:49","5.9","86","6.2","3.7","0.13"
"Apr 14, 2024 00:44:49","6.0","86","6.2","3.8","0.13"
"Apr 14, 2024 00:45:49","6.0","85","6.2","3.7","0.14"
"Apr 14, 2024 00:46:49","6.0","85","6.2","3.7","0.14"
"Apr 14, 2024 00:47:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:48:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:49:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:50:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:51:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:52:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:53:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:54:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:55:49","5.9","85","6.1","3.6","0.14"
"Apr 14, 2024 00:56:49","6.0","85","6.2","3.7","0.14"
"Apr 14, 2024 00:57:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 00:58:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 00:59:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 01:00:49","5.9","84","6.1","3.4","0.15"
"Apr 14, 2024 01:01:49","5.9","84","6.1","3.4","0.15"
"Apr 14, 2024 01:02:49","5.9","84","6.1","3.4","0.15"
"Apr 14, 2024 01:03:49","5.9","84","6.1","3.4","0.15"
"Apr 14, 2024 01:04:49","5.9","84","6.1","3.4","0.15"
"Apr 14, 2024 01:05:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 01:06:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 01:07:49","6.0","84","6.1","3.5","0.15"
"Apr 14, 2024 01:08:49","6.0","83","6.0","3.3","0.16"
"Apr 14, 2024 01:09:49","6.1","83","6.1","3.4","0.16"
"Apr 14, 2024 01:10:49","6.2","83","6.1","3.5","0.16"
"Apr 14, 2024 01:11:49","6.2","83","6.1","3.5","0.16"
"Apr 14, 2024 01:12:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:13:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:14:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:15:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:16:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:17:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:18:49","6.2","82","6.0","3.4","0.17"
"Apr 14, 2024 01:19:49","6.2","81","6.0","3.2","0.18"
"Apr 14, 2024 01:20:49","6.2","81","6.0","3.2","0.18"
"Apr 14, 2024 01:21:49","6.2","81","6.0","3.2","0.18"
"Apr 14, 2024 01:22:49","6.3","81","6.0","3.3","0.18"
"Apr 14, 2024 01:23:49","6.3","81","6.0","3.3","0.18"
"Apr 14, 2024 01:24:49","6.4","80","6.0","3.2","0.19"
"Apr 14, 2024 01:25:49","6.4","80","6.0","3.2","0.19"
"Apr 14, 2024 01:26:49","6.4","80","6.0","3.2","0.19"
"Apr 14, 2024 01:27:49","6.5","80","6.0","3.3","0.19"
"Apr 14, 2024 01:28:49","6.5","79","5.9","3.1","0.20"
"Apr 14, 2024 01:29:49","6.5","79","5.9","3.1","0.20"
"Apr 14, 2024 01:30:49","6.5","79","5.9","3.1","0.20"
"Apr 14, 2024 01:31:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:32:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:33:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:34:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:35:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:36:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:37:49","6.5","78","5.8","2.9","0.21"
"Apr 14, 2024 01:38:49","6.4","78","5.8","2.8","0.21"
"Apr 14, 2024 01:39:49","6.4","78","5.8","2.8","0.21"
"Apr 14, 2024 01:40:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:41:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:42:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:43:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:44:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:45:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:46:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:47:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:48:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:49:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:50:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:51:49","6.2","78","5.7","2.6","0.21"
"Apr 14, 2024 01:52:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:53:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:54:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:55:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:56:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:57:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:58:49","6.3","78","5.8","2.7","0.21"
"Apr 14, 2024 01:59:49","6.4","77","5.7","2.7","0.22"
"Apr 14, 2024 02:00:49","6.4","77","5.7","2.7","0.22"
"Apr 14, 2024 02:01:49","6.4","77","5.7","2.7","0.22"
"Apr 14, 2024 02:02:49","6.4","77","5.7","2.7","0.22"
"Apr 14, 2024 02:03:49","6.4","77","5.7","2.7","0.22"
"Apr 14, 2024 02:04:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:05:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:06:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:07:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:08:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:09:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:10:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:11:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:12:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:13:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:14:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:15:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:16:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:17:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:18:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:19:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:20:49","6.5","76","5.7","2.6","0.23"
"Apr 14, 2024 02:21:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:22:49","6.4","76","5.7","2.5","0.23"
"Apr 14, 2024 02:23:49","6.3","76","5.6","2.4","0.23"
"Apr 14, 2024 02:24:49","6.2","76","5.6","2.3","0.23"
"Apr 14, 2024 02:25:49","6.2","76","5.6","2.3","0.23"
"Apr 14, 2024 02:26:49","6.1","77","5.6","2.4","0.22"
"Apr 14, 2024 02:27:49","6.1","77","5.6","2.4","0.22"
"Apr 14, 2024 02:28:49","6.0","77","5.6","2.3","0.22"
"Apr 14, 2024 02:29:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:30:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:31:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:32:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:33:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:34:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:35:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:36:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:37:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:38:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:39:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:40:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:41:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:42:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:43:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:44:49","5.9","78","5.6","2.4","0.20"
"Apr 14, 2024 02:45:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:46:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:47:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:48:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:49:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:50:49","5.9","77","5.5","2.2","0.21"
"Apr 14, 2024 02:51:49","5.7","77","5.5","2.0","0.21"
"Apr 14, 2024 02:52:49","5.7","77","5.5","2.0","0.21"
"Apr 14, 2024 02:53:49","5.7","77","5.5","2.0","0.21"
"Apr 14, 2024 02:54:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 02:55:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 02:56:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 02:57:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 02:58:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 02:59:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 03:00:49","5.7","78","5.5","2.2","0.20"
"Apr 14, 2024 03:01:49","5.6","78","5.5","2.1","0.20"
"Apr 14, 2024 03:02:49","5.6","78","5.5","2.1","0.20"
"Apr 14, 2024 03:03:49","5.5","78","5.5","2.0","0.20"
"Apr 14, 2024 03:04:49","5.5","78","5.5","2.0","0.20"
"Apr 14, 2024 03:05:49","5.5","78","5.5","2.0","0.20"
"Apr 14, 2024 03:06:49","5.5","78","5.5","2.0","0.20"
"Apr 14, 2024 03:07:49","5.5","78","5.5","2.0","0.20"
"Apr 14, 2024 03:08:49","5.4","78","5.4","1.9","0.20"
"Apr 14, 2024 03:09:49","5.3","79","5.5","1.9","0.19"
"Apr 14, 2024 03:10:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:11:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:12:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:13:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:14:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:15:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:16:49","5.2","79","5.4","1.9","0.19"
"Apr 14, 2024 03:17:49","5.3","79","5.5","1.9","0.19"
"Apr 14, 2024 03:18:49","5.3","79","5.5","1.9","0.19"
"Apr 14, 2024 03:19:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:20:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:21:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:22:49","5.4","79","5.5","2.0","0.19"
"Apr 14, 2024 03:23:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:24:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:25:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:26:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:27:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:28:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:29:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:30:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:31:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:32:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:33:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:34:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:35:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:36:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:37:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:38:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:39:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:40:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:41:49","5.5","79","5.5","2.1","0.19"
"Apr 14, 2024 03:42:49","5.6","79","5.6","2.2","0.19"
"Apr 14, 2024 03:43:49","5.7","79","5.6","2.3","0.19"
"Apr 14, 2024 03:44:49","5.7","79","5.6","2.3","0.19"
"Apr 14, 2024 03:45:49","5.6","79","5.6","2.2","0.19"
"Apr 14, 2024 03:46:49","5.6","79","5.6","2.2","0.19"
"Apr 14, 2024 03:47:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:48:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:49:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:50:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:51:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:52:49","5.6","80","5.7","2.4","0.18"
"Apr 14, 2024 03:53:49","5.5","80","5.6","2.3","0.18"
"Apr 14, 2024 03:54:49","5.5","80","5.6","2.3","0.18"
"Apr 14, 2024 03:55:49","5.5","81","5.7","2.5","0.17"
"Apr 14, 2024 03:56:49","5.5","81","5.7","2.5","0.17"
"Apr 14, 2024 03:57:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 03:58:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 03:59:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 04:00:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 04:01:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 04:02:49","5.4","81","5.7","2.4","0.17"
"Apr 14, 2024 04:03:49","5.4","82","5.7","2.6","0.16"
"Apr 14, 2024 04:04:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:05:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:06:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:07:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:08:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:09:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:10:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:11:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:12:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:13:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:14:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:15:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:16:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:17:49","5.3","82","5.7","2.5","0.16"
"Apr 14, 2024 04:18:49","5.2","82","5.7","2.4","0.16"
"Apr 14, 2024 04:19:49","5.2","82","5.7","2.4","0.16"
"Apr 14, 2024 04:20:49","5.2","83","5.7","2.5","0.15"
"Apr 14, 2024 04:21:49","5.2","83","5.7","2.5","0.15"
"Apr 14, 2024 04:22:49","5.2","83","5.7","2.5","0.15"
"Apr 14, 2024 04:23:49","5.3","83","5.8","2.6","0.15"
"Apr 14, 2024 04:24:49","5.3","83","5.8","2.6","0.15"
"Apr 14, 2024 04:25:49","5.3","83","5.8","2.6","0.15"
"Apr 14, 2024 04:26:49","5.3","83","5.8","2.6","0.15"
"Apr 14, 2024 04:27:49","5.2","83","5.7","2.5","0.15"
"Apr 14, 2024 04:28:49","5.2","83","5.7","2.5","0.15"
"Apr 14, 2024 04:29:49","5.1","83","5.7","2.4","0.15"
"Apr 14, 2024 04:30:49","5.1","83","5.7","2.4","0.15"
"Apr 14, 2024 04:31:49","5.1","83","5.7","2.4","0.15"
"Apr 14, 2024 04:32:49","5.0","83","5.6","2.4","0.15"
"Apr 14, 2024 04:33:49","4.9","83","5.6","2.3","0.15"
"Apr 14, 2024 04:34:49","4.9","84","5.7","2.4","0.14"
"Apr 14, 2024 04:35:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:36:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:37:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:38:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:39:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:40:49","4.8","84","5.6","2.3","0.14"
"Apr 14, 2024 04:41:49","4.7","84","5.6","2.2","0.14"
"Apr 14, 2024 04:42:49","4.6","84","5.6","2.1","0.14"
"Apr 14, 2024 04:43:49","4.4","84","5.5","1.9","0.13"
"Apr 14, 2024 04:44:49","4.2","84","5.4","1.7","0.13"
"Apr 14, 2024 04:45:49","4.2","86","5.5","2.1","0.12"
"Apr 14, 2024 04:46:49","4.2","86","5.5","2.1","0.12"
"Apr 14, 2024 04:47:49","4.3","86","5.6","2.2","0.12"
"Apr 14, 2024 04:48:49","4.1","86","5.5","2.0","0.11"
"Apr 14, 2024 04:49:49","4.1","86","5.5","2.0","0.11"
"Apr 14, 2024 04:50:49","4.1","86","5.5","2.0","0.11"
"Apr 14, 2024 04:51:49","4.1","86","5.5","2.0","0.11"
"Apr 14, 2024 04:52:49","4.1","87","5.6","2.1","0.11"
"Apr 14, 2024 04:53:49","4.1","87","5.6","2.1","0.11"
"Apr 14, 2024 04:54:49","4.0","87","5.5","2.0","0.11"
"Apr 14, 2024 04:55:49","3.9","87","5.5","1.9","0.10"
"Apr 14, 2024 04:56:49","3.9","87","5.5","1.9","0.10"
"Apr 14, 2024 04:57:49","4.0","88","5.6","2.2","0.10"
"Apr 14, 2024 04:58:49","3.9","88","5.6","2.1","0.10"
"Apr 14, 2024 04:59:49","3.7","88","5.5","1.9","0.10"
"Apr 14, 2024 05:00:49","3.7","88","5.5","1.9","0.10"
"Apr 14, 2024 05:01:49","3.7","88","5.5","1.9","0.10"
"Apr 14, 2024 05:02:49","3.6","88","5.5","1.8","0.09"
"Apr 14, 2024 05:03:49","3.6","88","5.5","1.8","0.09"
"Apr 14, 2024 05:04:49","3.6","89","5.5","2.0","0.09"
"Apr 14, 2024 05:05:49","3.5","89","5.5","1.9","0.09"
"Apr 14, 2024 05:06:49","3.5","89","5.5","1.9","0.09"
"Apr 14, 2024 05:07:49","3.5","89","5.5","1.9","0.09"
"Apr 14, 2024 05:08:49","3.5","89","5.5","1.9","0.09"
"Apr 14, 2024 05:09:49","3.5","89","5.5","1.9","0.09"
"Apr 14, 2024 05:10:49","3.4","89","5.4","1.8","0.09"
"Apr 14, 2024 05:11:49","3.4","89","5.4","1.8","0.09"
"Apr 14, 2024 05:12:49","3.4","90","5.5","1.9","0.08"
"Apr 14, 2024 05:13:49","3.4","90","5.5","1.9","0.08"
"Apr 14, 2024 05:14:49","3.3","90","5.5","1.8","0.08"
"Apr 14, 2024 05:15:49","3.3","90","5.5","1.8","0.08"
"Apr 14, 2024 05:16:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:17:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:18:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:19:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:20:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:21:49","3.2","90","5.4","1.7","0.08"
"Apr 14, 2024 05:22:49","3.2","91","5.5","1.9","0.07"
"Apr 14, 2024 05:23:49","3.2","91","5.5","1.9","0.07"
"Apr 14, 2024 05:24:49","3.2","91","5.5","1.9","0.07"
"Apr 14, 2024 05:25:49","3.1","91","5.5","1.8","0.07"
"Apr 14, 2024 05:26:49","3.0","91","5.4","1.7","0.07"
"Apr 14, 2024 05:27:49","3.0","91","5.4","1.7","0.07"
"Apr 14, 2024 05:28:49","3.0","91","5.4","1.7","0.07"
"Apr 14, 2024 05:29:49","3.1","91","5.5","1.8","0.07"
"Apr 14, 2024 05:30:49","3.1","91","5.5","1.8","0.07"
"Apr 14, 2024 05:31:49","3.1","91","5.5","1.8","0.07"
"Apr 14, 2024 05:32:49","2.9","91","5.4","1.6","0.07"
"Apr 14, 2024 05:33:49","2.9","91","5.4","1.6","0.07"
"Apr 14, 2024 05:34:49","2.9","91","5.4","1.6","0.07"
"Apr 14, 2024 05:35:49","2.8","91","5.3","1.5","0.07"
"Apr 14, 2024 05:36:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:37:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:38:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:39:49","2.9","92","5.4","1.7","0.06"
"Apr 14, 2024 05:40:49","2.9","92","5.4","1.7","0.06"
"Apr 14, 2024 05:41:49","3.0","92","5.5","1.8","0.06"
"Apr 14, 2024 05:42:49","3.0","92","5.5","1.8","0.06"
"Apr 14, 2024 05:43:49","3.0","92","5.5","1.8","0.06"
"Apr 14, 2024 05:44:49","3.0","92","5.5","1.8","0.06"
"Apr 14, 2024 05:45:49","2.9","92","5.4","1.7","0.06"
"Apr 14, 2024 05:46:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:47:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:48:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 05:49:49","2.6","92","5.3","1.4","0.06"
"Apr 14, 2024 05:50:49","2.5","92","5.3","1.3","0.06"
"Apr 14, 2024 05:51:49","2.6","92","5.3","1.4","0.06"
"Apr 14, 2024 05:52:49","2.6","92","5.3","1.4","0.06"
"Apr 14, 2024 05:53:49","2.8","92","5.4","1.6","0.06"
"Apr 14, 2024 05:54:49","3.0","93","5.5","2.0","0.05"
"Apr 14, 2024 05:55:49","2.9","93","5.5","1.9","0.05"
"Apr 14, 2024 05:56:49","2.8","93","5.5","1.8","0.05"
"Apr 14, 2024 05:57:49","2.9","93","5.5","1.9","0.05"
"Apr 14, 2024 05:58:49","2.8","93","5.5","1.8","0.05"
"Apr 14, 2024 05:59:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 06:00:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 06:01:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 06:02:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 06:03:49","2.7","92","5.4","1.5","0.06"
"Apr 14, 2024 06:04:49","2.6","92","5.3","1.4","0.06"
"Apr 14, 2024 06:05:49","2.5","92","5.3","1.3","0.06"
"Apr 14, 2024 06:06:49","2.4","92","5.2","1.2","0.06"
"Apr 14, 2024 06:07:49","2.3","92","5.2","1.1","0.06"
"Apr 14, 2024 06:08:49","2.1","92","5.2","0.9","0.06"
"Apr 14, 2024 06:09:49","2.1","92","5.2","0.9","0.06"
"Apr 14, 2024 06:10:49","2.1","92","5.2","0.9","0.06"
